Age Range,Covid Vacc Date,BlackCum,BlackCount,Black total,MixedCum,MixedCount,Mixed total,OtherCum,OtherCount,Other total,SouthAsianCum,SouthAsianCount,South Asian total,UnknownCum,UnknownCount,Unknown total,WhiteCum,WhiteCount,White total
80+,2021-03-06,7826,35,10969,2625,14,3234,5418,7,6692,23569,35,28056,50421,35,58961,960393,392,997885
80+,2021-03-07,7826,0,10969,2625,0,3234,5425,7,6692,23590,21,28056,50421,0,58961,960470,77,997885
80+,2021-03-08,7840,14,10969,2625,0,3234,5425,0,6692,23597,7,28056,50435,14,58961,960708,238,997885
80+,2021-03-09,7861,21,10969,2625,0,3234,5425,0,6692,23632,35,28056,50470,35,58961,961177,469,997885
80+,2021-03-10,7882,21,10969,2632,7,3234,5439,14,6692,23660,28,28056,50512,42,58961,961611,434,997885
80+,2021-03-11,7896,14,10969,2632,0,3234,5439,0,6692,23688,28,28056,50540,28,58961,961954,343,997885
80+,2021-03-12,7917,21,10969,2639,7,3234,5446,7,6692,23723,35,28056,50561,21,58961,962367,413,997885
80+,2021-03-13,7931,14,10969,2639,0,3234,5453,7,6692,23765,42,28056,50589,28,58961,962647,280,997885
80+,2021-03-14,7938,7,10969,2639,0,3234,5453,0,6692,23779,14,28056,50596,7,58961,962745,98,997885
80+,2021-03-15,7952,14,10969,2646,7,3234,5460,7,6692,23814,35,28056,50617,21,58961,962941,196,997885
80+,2021-03-16,7959,7,10969,2646,0,3234,5460,0,6692,23835,21,28056,50631,14,58961,963228,287,997885
80+,2021-03-17,7973,14,10969,2653,7,3234,5467,7,6692,23863,28,28056,50645,14,58961,963501,273,997885
80+,2021-03-18,7994,21,10969,2653,0,3234,5474,7,6692,23898,35,28056,50673,28,58961,963837,336,997885
80+,2021-03-19,8008,14,10969,2660,7,3234,5488,14,6692,23940,42,28056,50687,14,58961,964110,273,997885
80+,2021-03-20,8022,14,10969,2660,0,3234,5495,7,6692,23961,21,28056,50708,21,58961,964334,224,997885
80+,2021-03-21,8022,0,10969,2660,0,3234,5495,0,6692,23968,7,28056,50708,0,58961,964418,84,997885
80+,2021-03-22,8029,7,10969,2660,0,3234,5495,0,6692,23989,21,28056,50715,7,58961,964572,154,997885
80+,2021-03-23,8036,7,10969,2660,0,3234,5502,7,6692,24010,21,28056,50736,21,58961,964796,224,997885
80+,2021-03-24,8043,7,10969,2667,7,3234,5502,0,6692,24031,21,28056,50750,14,58961,965048,252,997885
80+,2021-03-25,8064,21,10969,2667,0,3234,5509,7,6692,24045,14,28056,50764,14,58961,965356,308,997885
80+,2021-03-26,8078,14,10969,2674,7,3234,5516,7,6692,24073,28,28056,50792,28,58961,965636,280,997885
80+,2021-03-27,8085,7,10969,2674,0,3234,5523,7,6692,24094,21,28056,50806,14,58961,965930,294,997885
80+,2021-03-28,8099,14,10969,2674,0,3234,5523,0,6692,24115,21,28056,50820,14,58961,966021,91,997885
80+,2021-03-29,8106,7,10969,2674,0,3234,5523,0,6692,24129,14,28056,50834,14,58961,966203,182,997885
80+,2021-03-30,8120,14,10969,2674,0,3234,5530,7,6692,24143,14,28056,50855,21,58961,966546,343,997885
80+,2021-03-31,8127,7,10969,2681,7,3234,5530,0,6692,24164,21,28056,50869,14,58961,966826,280,997885
80+,2021-04-01,8134,7,10969,2681,0,3234,5537,7,6692,24178,14,28056,50883,14,58961,967141,315,997885
80+,2021-04-02,8141,7,10969,2681,0,3234,5537,0,6692,24185,7,28056,50890,7,58961,967316,175,997885
80+,2021-04-03,8148,7,10969,2681,0,3234,5537,0,6692,24192,7,28056,50904,14,58961,967477,161,997885
80+,2021-04-04,8148,0,10969,2681,0,3234,5537,0,6692,24192,0,28056,50904,0,58961,967526,49,997885
80+,2021-04-05,8148,0,10969,2681,0,3234,5537,0,6692,24192,0,28056,50904,0,58961,967554,28,997885
80+,2021-04-06,8155,7,10969,2681,0,3234,5537,0,6692,24199,7,28056,50918,14,58961,967687,133,997885
80+,2021-04-07,8162,7,10969,2681,0,3234,5544,7,6692,24220,21,28056,50932,14,58961,968016,329,997885
80+,2021-04-08,8176,14,10969,2688,7,3234,5544,0,6692,24234,14,28056,50946,14,58961,968240,224,997885
80+,2021-04-09,8183,7,10969,2688,0,3234,5551,7,6692,24255,21,28056,50960,14,58961,968492,252,997885
80+,2021-04-10,8190,7,10969,2688,0,3234,5551,0,6692,24269,14,28056,50974,14,58961,968688,196,997885
80+,2021-04-11,8197,7,10969,2688,0,3234,5551,0,6692,24276,7,28056,50981,7,58961,968786,98,997885
80+,2021-04-12,8197,0,10969,2688,0,3234,5551,0,6692,24283,7,28056,50988,7,58961,968891,105,997885
80+,2021-04-13,8204,7,10969,2688,0,3234,5551,0,6692,24290,7,28056,50995,7,58961,969024,133,997885
80+,2021-04-14,8211,7,10969,2688,0,3234,5551,0,6692,24304,14,28056,51009,14,58961,969164,140,997885
80+,2021-04-15,8211,0,10969,2695,7,3234,5551,0,6692,24318,14,28056,51023,14,58961,969325,161,997885
80+,2021-04-16,8218,7,10969,2695,0,3234,5558,7,6692,24332,14,28056,51037,14,58961,969521,196,997885
80+,2021-04-17,8225,7,10969,2695,0,3234,5558,0,6692,24339,7,28056,51044,7,58961,969696,175,997885
80+,2021-04-18,8225,0,10969,2695,0,3234,5558,0,6692,24346,7,28056,51051,7,58961,969766,70,997885
80+,2021-04-19,8232,7,10969,2695,0,3234,5558,0,6692,24353,7,28056,51051,0,58961,969857,91,997885
80+,2021-04-20,8232,0,10969,2695,0,3234,5558,0,6692,24360,7,28056,51058,7,58961,969976,119,997885
80+,2021-04-21,8239,7,10969,2695,0,3234,5558,0,6692,24374,14,28056,51065,7,58961,970102,126,997885
80+,2021-04-22,8239,0,10969,2702,7,3234,5565,7,6692,24381,7,28056,51065,0,58961,970221,119,997885
80+,2021-04-23,8239,0,10969,2702,0,3234,5565,0,6692,24388,7,28056,51072,7,58961,970312,91,997885
80+,2021-04-24,8246,7,10969,2702,0,3234,5565,0,6692,24402,14,28056,51072,0,58961,970375,63,997885
80+,2021-04-25,8246,0,10969,2702,0,3234,5565,0,6692,24402,0,28056,51079,7,58961,970410,35,997885
80+,2021-04-26,8253,7,10969,2702,0,3234,5565,0,6692,24409,7,28056,51086,7,58961,970487,77,997885
80+,2021-04-27,8253,0,10969,2702,0,3234,5565,0,6692,24416,7,28056,51093,7,58961,970571,84,997885
80+,2021-04-28,8260,7,10969,2702,0,3234,5565,0,6692,24416,0,28056,51100,7,58961,970641,70,997885
80+,2021-04-29,8260,0,10969,2702,0,3234,5565,0,6692,24423,7,28056,51107,7,58961,970760,119,997885
80+,2021-04-30,8260,0,10969,2702,0,3234,5565,0,6692,24423,0,28056,51114,7,58961,970830,70,997885
80+,2021-05-01,8267,7,10969,2702,0,3234,5565,0,6692,24430,7,28056,51121,7,58961,970865,35,997885
80+,2021-05-02,8267,0,10969,2702,0,3234,5565,0,6692,24437,7,28056,51121,0,58961,970886,21,997885
80+,2021-05-03,8267,0,10969,2702,0,3234,5565,0,6692,24437,0,28056,51121,0,58961,970900,14,997885
80+,2021-05-04,8267,0,10969,2702,0,3234,5565,0,6692,24437,0,28056,51121,0,58961,970949,49,997885
80+,2021-05-05,8274,7,10969,2702,0,3234,5572,7,6692,24444,7,28056,51128,7,58961,971012,63,997885
80+,2021-05-06,8281,7,10969,2702,0,3234,5572,0,6692,24458,14,28056,51128,0,58961,971082,70,997885
80+,2021-05-07,8288,7,10969,2702,0,3234,5572,0,6692,24465,7,28056,51135,7,58961,971138,56,997885
80+,2021-05-08,8288,0,10969,2702,0,3234,5572,0,6692,24472,7,28056,51135,0,58961,971187,49,997885
80+,2021-05-09,8288,0,10969,2702,0,3234,5572,0,6692,24479,7,28056,51135,0,58961,971201,14,997885
80+,2021-05-10,8295,7,10969,2702,0,3234,5572,0,6692,24479,0,28056,51142,7,58961,971243,42,997885
80+,2021-05-11,8295,0,10969,2702,0,3234,5579,7,6692,24486,7,28056,51142,0,58961,971292,49,997885
80+,2021-05-12,8302,7,10969,2709,7,3234,5579,0,6692,24493,7,28056,51149,7,58961,971369,77,997885
80+,2021-05-13,8302,0,10969,2709,0,3234,5579,0,6692,24500,7,28056,51156,7,58961,971432,63,997885
80+,2021-05-14,8302,0,10969,2716,7,3234,5586,7,6692,24507,7,28056,51156,0,58961,971481,49,997885
80+,2021-05-15,8309,7,10969,2716,0,3234,5586,0,6692,24521,14,28056,51156,0,58961,971523,42,997885
80+,2021-05-16,8309,0,10969,2716,0,3234,5586,0,6692,24521,0,28056,51156,0,58961,971551,28,997885
80+,2021-05-17,8309,0,10969,2716,0,3234,5586,0,6692,24528,7,28056,51163,7,58961,971586,35,997885
80+,2021-05-18,8316,7,10969,2716,0,3234,5586,0,6692,24535,7,28056,51163,0,58961,971635,49,997885
80+,2021-05-19,8316,0,10969,2716,0,3234,5586,0,6692,24542,7,28056,51170,7,58961,971712,77,997885
80+,2021-05-20,8323,7,10969,2716,0,3234,5586,0,6692,24563,21,28056,51177,7,58961,971768,56,997885
80+,2021-05-21,8323,0,10969,2716,0,3234,5593,7,6692,24577,14,28056,51184,7,58961,971824,56,997885
80+,2021-05-22,8330,7,10969,2716,0,3234,5593,0,6692,24584,7,28056,51184,0,58961,971859,35,997885
80+,2021-05-23,8330,0,10969,2716,0,3234,5593,0,6692,24591,7,28056,51184,0,58961,971880,21,997885
80+,2021-05-24,8330,0,10969,2716,0,3234,5593,0,6692,24591,0,28056,51184,0,58961,971908,28,997885
80+,2021-05-25,8337,7,10969,2723,7,3234,5593,0,6692,24598,7,28056,51184,0,58961,971943,35,997885
80+,2021-05-26,8344,7,10969,2723,0,3234,5593,0,6692,24605,7,28056,51191,7,58961,971999,56,997885
80+,2021-05-27,8344,0,10969,2723,0,3234,5600,7,6692,24612,7,28056,51198,7,58961,972069,70,997885
80+,2021-05-28,8351,7,10969,2723,0,3234,5600,0,6692,24619,7,28056,51212,14,58961,972104,35,997885
80+,2021-05-29,8351,0,10969,2723,0,3234,5600,0,6692,24619,0,28056,51212,0,58961,972132,28,997885
80+,2021-05-30,8358,7,10969,2723,0,3234,5607,7,6692,24619,0,28056,51219,7,58961,972146,14,997885
80+,2021-05-31,8358,0,10969,2723,0,3234,5607,0,6692,24619,0,28056,51219,0,58961,972153,7,997885
80+,2021-06-01,8365,7,10969,2723,0,3234,5607,0,6692,24626,7,28056,51219,0,58961,972174,21,997885
80+,2021-06-02,8365,0,10969,2723,0,3234,5607,0,6692,24633,7,28056,51226,7,58961,972202,28,997885
80+,2021-06-03,8372,7,10969,2723,0,3234,5607,0,6692,24640,7,28056,51233,7,58961,972244,42,997885
80+,2021-06-04,8372,0,10969,2723,0,3234,5607,0,6692,24647,7,28056,51233,0,58961,972258,14,997885
80+,2021-06-05,8372,0,10969,2723,0,3234,5607,0,6692,24654,7,28056,51233,0,58961,972286,28,997885
80+,2021-06-06,8379,7,10969,2723,0,3234,5607,0,6692,24661,7,28056,51233,0,58961,972307,21,997885
80+,2021-06-07,8379,0,10969,2723,0,3234,5607,0,6692,24661,0,28056,51240,7,58961,972321,14,997885
80+,2021-06-08,8379,0,10969,2723,0,3234,5607,0,6692,24668,7,28056,51240,0,58961,972356,35,997885
80+,2021-06-09,8379,0,10969,2723,0,3234,5607,0,6692,24682,14,28056,51240,0,58961,972384,28,997885
80+,2021-06-10,8386,7,10969,2723,0,3234,5614,7,6692,24682,0,28056,51247,7,58961,972433,49,997885
80+,2021-06-11,8386,0,10969,2723,0,3234,5614,0,6692,24696,14,28056,51247,0,58961,972461,28,997885
80+,2021-06-12,8393,7,10969,2723,0,3234,5614,0,6692,24703,7,28056,51247,0,58961,972489,28,997885
80+,2021-06-13,8393,0,10969,2723,0,3234,5614,0,6692,24703,0,28056,51254,7,58961,972510,21,997885
80+,2021-06-14,8400,7,10969,2723,0,3234,5614,0,6692,24710,7,28056,51254,0,58961,972538,28,997885
80+,2021-06-15,8400,0,10969,2723,0,3234,5621,7,6692,24717,7,28056,51254,0,58961,972566,28,997885
80+,2021-06-16,8400,0,10969,2723,0,3234,5621,0,6692,24724,7,28056,51261,7,58961,972601,35,997885
80+,2021-06-17,8400,0,10969,2723,0,3234,5621,0,6692,24731,7,28056,51268,7,58961,972629,28,997885
80+,2021-06-18,8400,0,10969,2730,7,3234,5621,0,6692,24738,7,28056,51268,0,58961,972664,35,997885
80+,2021-06-19,8407,7,10969,2730,0,3234,5621,0,6692,24745,7,28056,51268,0,58961,972685,21,997885
80+,2021-06-20,8407,0,10969,2730,0,3234,5621,0,6692,24745,0,28056,51268,0,58961,972706,21,997885
80+,2021-06-21,8407,0,10969,2730,0,3234,5621,0,6692,24752,7,28056,51268,0,58961,972713,7,997885
80+,2021-06-22,8414,7,10969,2730,0,3234,5628,7,6692,24752,0,28056,51275,7,58961,972727,14,997885
80+,2021-06-23,8414,0,10969,2730,0,3234,5628,0,6692,24759,7,28056,51275,0,58961,972748,21,997885
80+,2021-06-24,8414,0,10969,2730,0,3234,5628,0,6692,24759,0,28056,51275,0,58961,972748,0,997885
